,FIRE_NAME,ALARM_DATE,CONT_DATE,CAUSE,C_METHOD,GIS_ACRES,COMPLEX_NAME,Shape__Area,Shape__Length
1057,AHA MACAV,2020-09-11 00:00:00+00:00,2020/09/11 00:00:00+00,9.0,8.0,42.10368,,254583.640625,3502.26987404662
1058,SHACKLEFORD,2020-09-11 00:00:00+00:00,2020/09/11 00:00:00+00,14.0,1.0,37.65027,,272468.98046875,2903.04477879321
1059,SALMON,2020-09-10 00:00:00+00:00,2020/09/10 00:00:00+00,2.0,6.0,5.429207,,36258.02734375,788.008616722107
1060,DAVIS 3,2020-09-09 00:00:00+00:00,2020/09/09 00:00:00+00,7.0,1.0,11.43486,,78674.23046875,1866.90767195063
1061,DEVIL,2020-09-09 00:00:00+00:00,,14.0,7.0,8871.938,,64904831.3125,108856.594837955
1062,SCHOOLHOUSE,2020-09-09 00:00:00+00:00,2020/09/09 00:00:00+00,14.0,1.0,37.06404,,269098.08984375,2367.92669461882
1063,WILLOWS,2020-09-09 00:00:00+00:00,2020/10/13 00:00:00+00,7.0,3.0,1309.09,,8877495.796875,15221.4105433282
1064,VISTA ,2020-09-09 00:00:00+00:00,2020/09/09 00:00:00+00,14.0,1.0,34.71796,,210541.82421875,2535.84786668288
1065,SLATER,2020-09-08 00:00:00+00:00,2020/12/12 00:00:00+00,14.0,3.0,157429.9,,1152491339.65625,580102.551891632
1066,BULLFROG,2020-09-08 00:00:00+00:00,2020/11/09 00:00:00+00,14.0,7.0,654.6398,,4175193.84765625,10191.6384606484
1067,CANAL,2020-09-08 00:00:00+00:00,2020/09/08 00:00:00+00,14.0,6.0,4.073067,,27431.140625,1554.70137853373
1068,SANDY,2020-09-08 00:00:00+00:00,2020/09/08 00:00:00+00,10.0,1.0,22.68961,,144926.90234375,2730.38668829687
1069,TOPANGA,2020-09-08 00:00:00+00:00,2020/09/08 00:00:00+00,10.0,1.0,6.732281,,39790.87890625,861.944455107239
1070,FORK,2020-09-08 00:00:00+00:00,2020/11/08 00:00:00+00,14.0,7.0,1668.45,,11191288.7734375,27875.0337976843
1071,OAK,2020-09-07 00:00:00+00:00,2020/09/28 00:00:00+00,9.0,7.0,1146.466,,7799786.21875,18184.117576066
1072,LITO,2020-09-07 00:00:00+00:00,2020/09/07 00:00:00+00,9.0,1.0,25.82244,,154580.9140625,1976.45196414771
1073,BOBCAT,2020-09-06 00:00:00+00:00,2020/10/19 00:00:00+00,14.0,7.0,115998.0,,690091830.25,433313.073884562
1074,EL DORADO,2020-09-05 00:00:00+00:00,2020/11/16 00:00:00+00,14.0,2.0,22503.71,,133129603.984375,116688.840093464
1075,VALLEY,2020-09-05 00:00:00+00:00,2020/09/24 00:00:00+00,14.0,3.0,16389.54,,94002681.0507812,112779.788219773
1076,BULL,2020-09-05 00:00:00+00:00,2020/09/05 00:00:00+00,10.0,8.0,14.08969,,86008.04296875,2031.57510937174
1077,CREEK,2020-09-04 00:00:00+00:00,2020/12/24 00:00:00+00,14.0,8.0,379842.4,,2435747263.73438,1030210.52228472
1078,CIMA,2020-09-04 00:00:00+00:00,2020/09/06 00:00:00+00,14.0,1.0,32.43561,,198352.59765625,3584.98841347933
1079,CATHOLIC,2020-09-01 00:00:00+00:00,2020/09/01 00:00:00+00,10.0,6.0,22.23492,,149261.95703125,1451.68020997394
1080,HOBO,2020-09-01 00:00:00+00:00,2020/09/10 00:00:00+00,11.0,8.0,413.5251,,2926304.91796875,10122.1959121227
1081,SPRING,2020-08-30 00:00:00+00:00,2020/08/30 00:00:00+00,14.0,6.0,1.703426,,11223.6015625,581.942912307782
1082,THERMAL,2020-08-30 00:00:00+00:00,2020/08/30 00:00:00+00,11.0,1.0,11.4255,,72166.1015625,1779.66410363289
1083,BARNES,2020-08-30 00:00:00+00:00,2020/09/02 00:00:00+00,14.0,4.0,79.4174,,473966.14453125,3394.95615171079
1084,HENSLEY,2020-08-30 00:00:00+00:00,2020/09/02 00:00:00+00,7.0,1.0,398.4815,,2538309.84765625,14750.3034082579
1085,MONTICELLO,2020-08-30 00:00:00+00:00,2020/08/30 00:00:00+00,14.0,1.0,1.086436,,7164.33984375,424.206535732485
1086,ENERGY,2020-08-29 00:00:00+00:00,2020/08/29 00:00:00+00,11.0,1.0,6.926877,,42240.69921875,809.310748555367
1087,SHERWOOD,2020-08-29 00:00:00+00:00,2020/08/29 00:00:00+00,14.0,1.0,44.59859,,273941.765625,2299.93972550481
1088,SLINK,2020-08-29 00:00:00+00:00,2020/11/13 00:00:00+00,14.0,7.0,26751.78,,177137743.015625,120615.447580124
1089,JOHNSON,2020-08-28 00:00:00+00:00,2020/08/29 00:00:00+00,10.0,1.0,291.9492,,1750755.3046875,7290.87199216327
1090,MEDIO,2020-08-28 00:00:00+00:00,2020/08/28 00:00:00+00,14.0,7.0,16.061,,95454.09765625,1272.47214888137
1091,EAGLE,2020-08-27 00:00:00+00:00,2020/08/27 00:00:00+00,7.0,6.0,1.482663,,9954.3515625,434.701220704778
1092,INDIAN,2020-08-26 00:00:00+00:00,2020/08/26 00:00:00+00,14.0,1.0,20.42734,,137415.95703125,2058.55238679748
1093,PLACER,2020-08-25 00:00:00+00:00,2020/08/25 00:00:00+00,2.0,1.0,53.15897,,324301.125,2960.1517174125
1094,NORTH WHIZZ DOME,2020-08-25 00:00:00+00:00,2020/11/19 00:00:00+00,1.0,7.0,199.9823,,1301046.375,5300.89643219876
1095,1-12,2020-08-24 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,946.5836,BUTTE LIGHTNING COMPLEX,6530778.578125,18556.5256533503
1096,R-8 PINECODE,2020-08-24 00:00:00+00:00,2020/08/29 00:00:00+00,1.0,7.0,566.4945,,4002114.390625,13005.8552290678
1097,HORSE,2020-08-23 00:00:00+00:00,2020/11/19 00:00:00+00,1.0,1.0,30.1925,,195135.87890625,5326.92023740823
1098,RAYBURN,2020-08-22 00:00:00+00:00,2020/08/22 00:00:00+00,14.0,1.0,12.39058,,74128.78125,1417.42955084624
1099,LIVE OAK,2020-08-22 00:00:00+00:00,2020/08/22 00:00:00+00,10.0,1.0,1.669692,,9782.4921875,639.086899696795
1100,MORAINE,2020-08-21 00:00:00+00:00,2020/12/29 00:00:00+00,1.0,2.0,1316.038,,8306597.44140625,15529.4774084043
1101,FISH CREEK,2020-08-21 00:00:00+00:00,,1.0,8.0,29.7827,,184664.87890625,2783.08918047814
1102,MOC,2020-08-20 00:00:00+00:00,2020/09/05 00:00:00+00,9.0,1.0,2857.605,,18547049.6132812,24671.3481628937
1103,VOLCANO,2020-08-20 00:00:00+00:00,2020/08/22 00:00:00+00,9.0,1.0,46.38861,,270454.58203125,2163.21152725135
1104,TAYLOR,2020-08-19 00:00:00+00:00,2020/08/19 00:00:00+00,14.0,6.0,1.7314,,11431.1640625,546.039185013938
1105,CASTLE,2020-08-19 00:00:00+00:00,2021/01/04 00:00:00+00,1.0,7.0,170647.9,SQF COMPLEX,1063135639.72266,897716.760534046
1106,SHOTGUN,2020-08-19 00:00:00+00:00,2021/01/04 00:00:00+00,1.0,3.0,840.8506,SQF COMPLEX,5256307.85546875,23325.4713101722
1107,SALT,2020-08-18 00:00:00+00:00,2020/08/28 00:00:00+00,9.0,1.0,1593.732,,10403242.5664062,16443.5169626775
1108,CORNELL,2020-08-18 00:00:00+00:00,2020/08/18 00:00:00+00,2.0,1.0,1.810446,,11018.5078125,424.856111645696
1109,CHOLAME,2020-08-18 00:00:00+00:00,2020/08/18 00:00:00+00,14.0,1.0,3.230342,,19902.26953125,1302.21052237845
1110,W-5 COLD SPRINGS,2020-08-18 00:00:00+00:00,2020/09/13 00:00:00+00,1.0,7.0,84817.6,,604907699.953125,218761.343479062
1111,COPPER,2020-08-18 00:00:00+00:00,2020/08/22 00:00:00+00,1.0,7.0,54.70824,,379644.0,4405.75499741744
1112,WOODWARD,2020-08-18 00:00:00+00:00,2020/11/20 00:00:00+00,1.0,7.0,4901.727,,32017438.9296875,38442.9932829375
1113,DOLAN,2020-08-18 00:00:00+00:00,2020/12/31 00:00:00+00,14.0,7.0,124527.4,,772950527.878906,255261.397082853
1114,3-19,2020-08-18 00:00:00+00:00,2020/10/21 00:00:00+00,1.0,4.0,65.00854,,439629.10546875,2611.28660931467
1115,CREEK,2020-08-18 00:00:00+00:00,2020/08/26 00:00:00+00,10.0,7.0,834.2442,,5727850.40234375,12821.8131524731
1116,CARMEL,2020-08-18 00:00:00+00:00,2020/09/06 00:00:00+00,10.0,7.0,6996.944,,43813350.5039062,55600.12331822
1117,1-11,2020-08-17 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,12.20918,BUTTE LIGHTNING COMPLEX,84049.51953125,1243.22544356799
1118,1-7,2020-08-17 00:00:00+00:00,2020/09/26 00:00:00+00,1.0,1.0,174.789,BUTTE LIGHTNING COMPLEX,1207708.796875,6517.7653832444
1119,1-8,2020-08-17 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,92.39507,BUTTE LIGHTNING COMPLEX,637869.19921875,3794.78984311521
1120,17-7,2020-08-17 00:00:00+00:00,2020/08/17 00:00:00+00,1.0,6.0,1.842313,,12323.046875,518.228807181715
1121,5-4 POTTERS ,2020-08-17 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,925.4019,BUTTE LIGHTNING COMPLEX,6307904.03515625,16613.4839078942
1122,5-6 CASCADE CREEK,2020-08-17 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,260.1756,BUTTE LIGHTNING COMPLEX,1780346.8984375,7022.5749273688
1123,2-28,2020-08-17 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,21.37203,BUTTE LIGHTNING COMPLEX,147417.546875,1901.83622460775
1124,SPRING,2020-08-17 00:00:00+00:00,2020/08/27 00:00:00+00,1.0,6.0,228.8344,,1601273.64453125,5181.59324176875
1125,W-4 TERMO,2020-08-17 00:00:00+00:00,2020/08/20 00:00:00+00,1.0,4.0,265.5839,,1883874.984375,13848.3542871965
1126,IRON,2020-08-17 00:00:00+00:00,2020/08/22 00:00:00+00,1.0,7.0,37.90358,,262137.03125,2710.74088527962
1127,MEYERS,2020-08-17 00:00:00+00:00,2020/09/02 00:00:00+00,1.0,7.0,2360.251,LNU LIGHTNING COMPLEX,15621426.3203125,22388.5020060292
1128,WALBRIDGE,2020-08-17 00:00:00+00:00,2020/09/11 00:00:00+00,1.0,7.0,55208.94,LNU LIGHTNING COMPLEX,366514226.371094,157572.908253266
1129,HENNESSEY,2020-08-17 00:00:00+00:00,2020/09/16 00:00:00+00,1.0,7.0,305351.9,LNU LIGHTNING COMPLEX,2027266568.11719,1008834.88444174
1130,SHEEP,2020-08-17 00:00:00+00:00,2020/09/07 00:00:00+00,1.0,7.0,29541.14,,205912404.46875,123134.86978424
1131,HOLSER,2020-08-17 00:00:00+00:00,2020/08/22 00:00:00+00,14.0,7.0,2188.634,,13059172.328125,19186.8294309377
1132,NORTH COMPLEX,2020-08-17 00:00:00+00:00,2020/12/03 00:00:00+00,1.0,1.0,318797.3,NORTH COMPLEX,2183903306.8125,515161.140670983
1133,JONES,2020-08-17 00:00:00+00:00,2020/09/28 00:00:00+00,1.0,3.0,705.546,,4770841.82421875,15226.0547698771
1134,2-26,2020-08-17 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,27.64174,BUTTE LIGHTNING COMPLEX,191103.57421875,1987.66925081142
1135,R-5 SNOWSTORM,2020-08-17 00:00:00+00:00,2020/08/18 00:00:00+00,1.0,4.0,471.722,,3314899.77734375,12670.0493015371
1136,2-30,2020-08-17 00:00:00+00:00,2020/09/10 00:00:00+00,1.0,1.0,6.258504,BUTTE LIGHTNING COMPLEX,43254.515625,894.832910065937
1137,MURPHY FIRE,2020-08-17 00:00:00+00:00,2020/08/17 00:00:00+00,11.0,1.0,13.25112,,88455.00390625,1534.42229322331
1138,4-8,2020-08-17 00:00:00+00:00,2020/08/18 00:00:00+00,1.0,1.0,278.01,,1891689.640625,8954.96718822614
1139,ROCK POOL,2020-08-16 00:00:00+00:00,2020/08/17 00:00:00+00,14.0,7.0,92.71667,,548603.20703125,4264.61092839376
1140,SCU COMPLEX,2020-08-16 00:00:00+00:00,2020/09/11 00:00:00+00,1.0,2.0,396824.5,SCU COMPLEX,2545883718.76562,634336.338845716
1141,RATTLESNAKE,2020-08-16 00:00:00+00:00,2020/12/28 00:00:00+00,1.0,7.0,8422.869,,52760004.859375,142312.836653703
1142,BLUE,2020-08-16 00:00:00+00:00,2020/08/17 00:00:00+00,14.0,1.0,19.94945,,120367.2109375,1994.09461077206
1143,CZU LIGHTNING COMPLEX,2020-08-16 00:00:00+00:00,2020/09/24 00:00:00+00,1.0,7.0,86553.46,CZU LIGHTNING COMPLEX,552318495.832031,255052.19325976
1144,DEVILS GULCH,2020-08-16 00:00:00+00:00,2020/08/16 00:00:00+00,1.0,1.0,16.94518,,110702.9921875,2153.50282067009
1145,AUGUST COMPLEX,2020-08-16 00:00:00+00:00,2020/11/11 00:00:00+00,1.0,3.0,1032700.0,AUGUST COMPLEX,7116307899.93359,1695542.55514706
1146,13-1,2020-08-16 00:00:00+00:00,2020/08/16 00:00:00+00,1.0,6.0,1.20419,,8011.58984375,393.058202701235
1147,ELK,2020-08-16 00:00:00+00:00,2020/08/17 00:00:00+00,1.0,1.0,730.4814,,4982413.30859375,12016.1387165403
1148,RIVER,2020-08-16 00:00:00+00:00,2020/09/04 00:00:00+00,1.0,7.0,50213.82,,314948093.957031,188233.155878169
1149,BRIDLE,2020-08-16 00:00:00+00:00,2020/08/16 00:00:00+00,1.0,6.0,2.057733,,12664.34375,443.280705373663
1150,BEACH,2020-08-16 00:00:00+00:00,2020/08/27 00:00:00+00,1.0,7.0,3668.429,,23903367.40625,33018.521244009
1151,FRANCISCAN,2020-08-15 00:00:00+00:00,2020/08/15 00:00:00+00,2.0,1.0,15.77986,,110504.72265625,2337.834048821
1152,DOME,2020-08-15 00:00:00+00:00,2020/09/12 00:00:00+00,1.0,8.0,44211.25,,269171466.558594,94295.1392436566
1153,WHALE,2020-08-15 00:00:00+00:00,2020/08/18 00:00:00+00,1.0,1.0,322.3367,,1972454.32421875,6142.23057789935
1154,III_2,2020-08-15 00:00:00+00:00,2020/08/15 00:00:00+00,1.0,1.0,20.435,,125110.83203125,1838.69410207139
1155,REDWOOD,2020-08-15 00:00:00+00:00,2020/08/15 00:00:00+00,2.0,1.0,2.178815,,14449.42578125,514.702024644342
1156,HILLS,2020-08-15 00:00:00+00:00,2020/09/27 00:00:00+00,1.0,2.0,2120.98,,13134178.9335938,20374.5168819747
1157,II-2,2020-08-15 00:00:00+00:00,2020/08/15 00:00:00+00,1.0,1.0,64.87589,,392548.40625,3325.65285162371
1158,RALPH ,2020-08-15 00:00:00+00:00,2020/08/18 00:00:00+00,1.0,8.0,9.390384,,55017.73046875,911.341921065359
1159,IV_1,2020-08-15 00:00:00+00:00,2020/08/15 00:00:00+00,1.0,1.0,3.049276,,18594.5234375,652.907838904743
1160,LOYALTON,2020-08-14 00:00:00+00:00,2020/08/27 00:00:00+00,1.0,8.0,46720.91,,319860110.5625,132036.550482008
1161,WOODY,2020-08-14 00:00:00+00:00,2020/08/14 00:00:00+00,14.0,1.0,90.52191,,555702.69921875,3524.33323410794
1162,CLARK,2020-08-14 00:00:00+00:00,2020/08/14 00:00:00+00,14.0,1.0,106.785,,729464.85546875,5533.23641586558
1163,GROVE,2020-08-14 00:00:00+00:00,2020/08/14 00:00:00+00,14.0,1.0,1.798941,,10619.9140625,613.530621499692
1164,RANCH2,2020-08-13 00:00:00+00:00,2020/10/01 00:00:00+00,14.0,7.0,4119.205,,24427703.4960938,36629.8506997617
1165,MEISS FIRE,2020-08-13 00:00:00+00:00,2020/08/13 00:00:00+00,9.0,1.0,509.1472,,3365238.55078125,10408.3486832679
1166,FEATHER,2020-08-13 00:00:00+00:00,2020/08/17 00:00:00+00,2.0,1.0,39.70483,,271903.359375,5203.51892826598
1167,TAR,2020-08-13 00:00:00+00:00,2020/08/18 00:00:00+00,1.0,1.0,20.48829,,126743.31640625,1688.9888836915
1168,PINES,2020-08-13 00:00:00+00:00,2020/08/13 00:00:00+00,9.0,1.0,15.73703,,109947.4375,1828.76756766527
1169,SPRING,2020-08-12 00:00:00+00:00,2020/08/12 00:00:00+00,10.0,6.0,3.958437,,24317.140625,938.045117081346
1170,LAKE,2020-08-12 00:00:00+00:00,2020/08/30 00:00:00+00,14.0,7.0,30999.4,,185934914.699219,117870.197834675
1171,CARRIZO,2020-08-12 00:00:00+00:00,2020/08/12 00:00:00+00,10.0,1.0,184.9174,,1126390.40234375,4863.02681329539
1172,HILLS,2020-08-11 00:00:00+00:00,2020/08/11 00:00:00+00,10.0,6.0,1.175158,,7133.7578125,362.384025615642
1173,PEAK,2020-08-11 00:00:00+00:00,2020/08/11 00:00:00+00,10.0,7.0,26.72971,,158808.44921875,1872.92443606597
1174,ATHENS,2020-08-10 00:00:00+00:00,2020/08/11 00:00:00+00,14.0,1.0,27.30048,,182387.64453125,2119.19412003875
1175,MINA,2020-08-10 00:00:00+00:00,2020/08/15 00:00:00+00,4.0,2.0,158.8692,,1091466.07421875,5106.02978622489
1176,DULUTH,2020-08-10 00:00:00+00:00,2020/08/12 00:00:00+00,10.0,1.0,71.94994,,480239.20703125,5784.25707851993
1177,WOLF,2020-08-10 00:00:00+00:00,2020/11/19 00:00:00+00,1.0,7.0,2057.296,,13386476.6289062,23606.287726161
1178,R-1 MAPES,2020-08-10 00:00:00+00:00,2020/08/13 00:00:00+00,1.0,4.0,258.9581,,1817475.8125,10098.687357458
1179,SPRINGS,2020-08-09 00:00:00+00:00,2020/08/09 00:00:00+00,8.0,1.0,10.29982,,72441.71875,1425.5013959596
1180,ISLAND,2020-08-09 00:00:00+00:00,2020/08/09 00:00:00+00,4.0,1.0,1.435053,,9370.9921875,415.082883993715
1181,JONES POINT,2020-08-08 00:00:00+00:00,,14.0,8.0,136.5928,,972429.71484375,6422.52573768249
1182,ARROW,2020-08-08 00:00:00+00:00,2020/08/08 00:00:00+00,2.0,6.0,6.730837,,44246.10546875,870.926752493554
1183,WILLIAMS,2020-08-07 00:00:00+00:00,2020/08/08 00:00:00+00,2.0,1.0,7.809119,,45806.5078125,1017.777169788
1184,TEXAS,2020-08-06 00:00:00+00:00,2020/08/11 00:00:00+00,2.0,3.0,209.9507,,1253999.84375,7050.4480589804
1185,SHED,2020-08-05 00:00:00+00:00,2020/08/05 00:00:00+00,10.0,6.0,6.066731,,37202.94140625,891.886249099485
1186,JOHNSON,2020-08-05 00:00:00+00:00,2020/08/06 00:00:00+00,14.0,1.0,38.07296,,230876.078125,2953.05653052473
1187,PASS,2020-08-04 00:00:00+00:00,2020/08/05 00:00:00+00,10.0,1.0,323.1761,,1991152.84375,10759.2125955127
1188,RESERVE,2020-08-04 00:00:00+00:00,2020/08/05 00:00:00+00,14.0,1.0,11.50082,,70018.6171875,1757.17078934541
1189,JOHNSON,2020-08-04 00:00:00+00:00,2020/08/05 00:00:00+00,14.0,1.0,39.91976,,250837.09375,2822.62352539148
1190,TRIMMER,2020-08-03 00:00:00+00:00,2020/09/01 00:00:00+00,14.0,8.0,593.8648,,3765339.0390625,10322.5348743847
1191,166,2020-08-03 00:00:00+00:00,2020/08/04 00:00:00+00,14.0,1.0,120.7202,,728607.125,4938.81241733197
1192,ELSMERE,2020-08-03 00:00:00+00:00,2020/08/03 00:00:00+00,14.0,8.0,159.2057,,947991.3671875,8008.7885737042
1193,STAGECOACH,2020-08-03 00:00:00+00:00,2020/08/03 00:00:00+00,14.0,1.0,7750.637,,47373861.8789062,46920.3382001835
1194,TRAIL,2020-08-03 00:00:00+00:00,2020/08/03 00:00:00+00,14.0,1.0,2.476893,,15057.21484375,745.032725588554
1195,SKYLINE,2020-08-03 00:00:00+00:00,2020/08/16 00:00:00+00,14.0,1.0,47.93214,,281870.625,3076.1779509646
1196,MARTIN,2020-08-02 00:00:00+00:00,2020/08/02 00:00:00+00,11.0,1.0,2.360432,,17085.16015625,736.994901264541
1197,RANCHO,2020-08-02 00:00:00+00:00,2020/08/02 00:00:00+00,11.0,1.0,1.532845,,9229.66796875,546.40625762839
1198,NORTH,2020-08-02 00:00:00+00:00,2020/08/10 00:00:00+00,10.0,7.0,6882.293,,47310873.328125,55841.2880832609
1199,WATER,2020-08-02 00:00:00+00:00,2020/08/02 00:00:00+00,14.0,7.0,36.02038,,212564.4765625,3032.66853725906
1200,PAVE PAWS,2020-08-02 00:00:00+00:00,2020/08/02 00:00:00+00,11.0,1.0,532.7733,,3589054.9921875,10122.6892482165
1201,SITES,2020-08-02 00:00:00+00:00,2020/08/02 00:00:00+00,14.0,1.0,569.5134,,3854750.73828125,8133.10536119464
1202,BERRY,2020-08-01 00:00:00+00:00,2020/08/01 00:00:00+00,2.0,1.0,24.21436,,148446.5703125,2849.76356329959
1203,POND,2020-08-01 00:00:00+00:00,2020/08/09 00:00:00+00,7.0,1.0,1962.329,,11977219.2695312,27175.7069459711
1204,CASTAIC,2020-08-01 00:00:00+00:00,2020/08/01 00:00:00+00,14.0,1.0,178.3116,,1066001.359375,6079.35151358337
1205,STUMP,2020-08-01 00:00:00+00:00,2020/08/11 00:00:00+00,14.0,8.0,325.4124,,2269874.671875,8490.00829753386
1206,WINDY RIDGE FIRE,2020-07-31 00:00:00+00:00,2020/07/31 00:00:00+00,14.0,1.0,1.742764,,10249.51171875,605.626977242283
1207,APPLE,2020-07-31 00:00:00+00:00,2020/11/15 00:00:00+00,2.0,1.0,33235.8,,196302156.757812,153641.745740402
1208,GATO,2020-07-31 00:00:00+00:00,2020/07/31 00:00:00+00,14.0,1.0,10.23549,,61602.984375,1351.12687393326
1209,INWOOD,2020-07-31 00:00:00+00:00,2020/07/31 00:00:00+00,11.0,1.0,10.81982,,75886.625,1545.97998252535
1210,DAM,2020-07-30 00:00:00+00:00,2020/10/01 00:00:00+00,14.0,1.0,226.3658,,1341769.28125,5915.38582674926
1211,SHEEP,2020-07-30 00:00:00+00:00,2020/07/30 00:00:00+00,14.0,1.0,233.0561,,1413545.8359375,7205.22539177275
1212,BROOK,2020-07-29 00:00:00+00:00,2020/08/01 00:00:00+00,9.0,8.0,183.2128,,1088039.62109375,7953.74230629763
1213,NADEAU,2020-07-29 00:00:00+00:00,2020/08/04 00:00:00+00,14.0,7.0,9150.402,,56715274.2460938,81985.6084495531
1214,CLAY FIRE,2020-07-29 00:00:00+00:00,2020/07/29 00:00:00+00,3.0,1.0,740.1123,,4886122.640625,15488.6603636983
1215,HILLS,2020-07-28 00:00:00+00:00,2020/07/28 00:00:00+00,9.0,1.0,44.13896,,278570.2734375,3468.79641355981
1216,NOYES 1-14,2020-07-28 00:00:00+00:00,2020/07/28 00:00:00+00,1.0,5.0,8.12013,,58507.51171875,1083.49792647209
1217,PINE,2020-07-28 00:00:00+00:00,2020/07/30 00:00:00+00,1.0,7.0,11.31372,,80661.515625,1486.61816907728
1218,BRANCH,2020-07-28 00:00:00+00:00,2020/08/03 00:00:00+00,10.0,7.0,2922.204,,17791770.4648438,37572.3294763485
1219,LITTLE SODA,2020-07-28 00:00:00+00:00,,14.0,8.0,53.08945,,388742.5546875,3858.94425292974
1220,BELL,2020-07-28 00:00:00+00:00,,1.0,1.0,44.9006,,294576.66015625,6226.61187719424
1221,BALD,2020-07-28 00:00:00+00:00,2020/08/01 00:00:00+00,1.0,6.0,17.9241,,127838.66015625,1380.62054761722
1222,BORDER 11,2020-07-28 00:00:00+00:00,2020/07/30 00:00:00+00,14.0,1.0,59.76928,,341525.91015625,4060.84130397682
1223,R-6 TUNNISON,2020-07-28 00:00:00+00:00,2020/07/30 00:00:00+00,1.0,7.0,175.148,,1227196.203125,5068.73718757735
1224,BRIDGE,2020-07-27 00:00:00+00:00,2020/07/28 00:00:00+00,1.0,6.0,14.58706,,103093.44140625,1611.80841865329
1225,RED SALMON COMPLEX,2020-07-27 00:00:00+00:00,2020/11/19 00:00:00+00,1.0,8.0,143836.4,RED SALMON COMPLEX,1026602327.16406,464942.017886169
1226,FOX,2020-07-27 00:00:00+00:00,2020/07/27 00:00:00+00,4.0,6.0,1.696867,,11247.234375,543.866884816885
1227,RIDGE,2020-07-27 00:00:00+00:00,2020/07/28 00:00:00+00,14.0,7.0,320.8393,,1928676.69140625,12353.9659255893
1228,JENNY 2-3,2020-07-27 00:00:00+00:00,2020/07/27 00:00:00+00,1.0,1.0,14.63708,,107366.6484375,1594.5625382492
1229,LAKE VIEW,2020-07-27 00:00:00+00:00,2020/07/27 00:00:00+00,14.0,6.0,2.308157,,15489.16015625,575.948315488216
1230,KIRKLAND,2020-07-27 00:00:00+00:00,2020/07/27 00:00:00+00,11.0,6.0,21.10397,,138551.109375,1836.36067022308
1231,COTTONWOOD,2020-07-27 00:00:00+00:00,2020/07/29 00:00:00+00,10.0,4.0,788.082,,5019931.58203125,13227.9348438973
1232,MOBILE,2020-07-26 00:00:00+00:00,2020/07/26 00:00:00+00,2.0,6.0,1.119406,,7423.76171875,453.359695093807
1233,H - 8 WELL,2020-07-26 00:00:00+00:00,,1.0,1.0,60.99067,,430788.13671875,4679.54037265521
1234,POND,2020-07-26 00:00:00+00:00,2020/07/26 00:00:00+00,8.0,1.0,7.086052,,44869.484375,1121.2749711809
1235,L-2 YELLOW,2020-07-26 00:00:00+00:00,,1.0,8.0,14.90405,,103355.94921875,1563.0451516031
1236,KENWOOD,2020-07-26 00:00:00+00:00,2020/07/26 00:00:00+00,9.0,6.0,10.37327,,61594.26171875,996.947081589053
1237,COMANCHE,2020-07-26 00:00:00+00:00,2020/07/27 00:00:00+00,14.0,1.0,66.15605,,401194.109375,4069.53776735665
1238,ADAMS,2020-07-26 00:00:00+00:00,2020/07/31 00:00:00+00,1.0,2.0,901.6728,,6213201.703125,14572.3653122299
1239,TODD,2020-07-26 00:00:00+00:00,2020/07/26 00:00:00+00,2.0,1.0,13.09678,,82632.57421875,1596.15051546405
1240,BLUEJAY,2020-07-25 00:00:00+00:00,2020/11/19 00:00:00+00,1.0,7.0,6922.014,,44992207.9921875,55875.1320954336
1241,MINER,2020-07-25 00:00:00+00:00,2020/07/25 00:00:00+00,14.0,1.0,23.13611,,166418.6015625,2899.10965468715
1242,178,2020-07-25 00:00:00+00:00,2020/07/25 00:00:00+00,14.0,1.0,7.222607,,44084.92578125,1326.49851229316
1243,FLAT,2020-07-25 00:00:00+00:00,2020/08/06 00:00:00+00,14.0,8.0,13.64789,,99102.41796875,1682.4737320993
1244,RED 3-1,2020-07-24 00:00:00+00:00,2020/07/24 00:00:00+00,1.0,1.0,1.28821,,9374.16796875,401.956329248179
1245,HILL,2020-07-24 00:00:00+00:00,2020/07/24 00:00:00+00,10.0,6.0,139.1295,,934300.1640625,4013.6961650726
1246,FARRIER,2020-07-24 00:00:00+00:00,2020/07/31 00:00:00+00,8.0,1.0,22.6343,,150787.44140625,1693.89812956216
1247,LEWIS,2020-07-23 00:00:00+00:00,2020/07/23 00:00:00+00,14.0,1.0,3.967361,,23507.46484375,836.545590886989
1248,DALTON ,2020-07-23 00:00:00+00:00,2020/08/15 00:00:00+00,1.0,3.0,1367.078,,9939544.83984375,23649.397210532
1249,CALDWELL,2020-07-22 00:00:00+00:00,2020/09/01 00:00:00+00,1.0,7.0,81224.68,JULY COMPLEX,590731985.53125,236072.50028657
1250,TOPANGA,2020-07-22 00:00:00+00:00,2020/07/22 00:00:00+00,11.0,1.0,2.614254,,15481.3984375,693.288838752859
1251,MEADOW,2020-07-22 00:00:00+00:00,2020/07/22 00:00:00+00,8.0,6.0,5.033767,,30598.8046875,639.259250894661
